Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank
Trey Murphy III,NOP,SF,66.0,35.5,21.5,3.8,1.0,4.8,5.7,1.5,0.4,1.8,2.1,0.47,3.2,8.6,0.379,0.572,18.3,0.613,22.7,3.0,-0.6,2.4,2.6,25000000.0,21.80281690140845,3.853521126760563,4.867605633802817,1.0140845070422535,1.5211267605633803,0.4056338028169014,1.8253521126760563,2.1295774647887327,46.69859154929577,56.572558998591546,False,0.01131451179971831,11.31451179971831,62.0,262.0
Kel'el Ware,MIA,C,77.0,22.1,11.1,0.7,2.8,6.2,9.0,0.8,1.1,0.8,1.5,0.53,1.2,3.0,0.395,0.601,20.0,0.616,18.0,2.1,0.1,2.1,1.8,4443360.0,18.081447963800905,1.1402714932126696,10.099547511312217,4.5610859728506785,1.3031674208144794,1.7918552036199096,1.3031674208144794,2.443438914027149,48.97466063348416,56.46787107692308,False,0.026788331459394438,26.78833145939444,63.0,48.0
Jrue Holiday,POR,PG,53.0,29.4,16.3,6.1,1.3,3.3,4.6,1.0,0.1,2.8,1.5,0.451,2.6,6.8,0.378,0.548,16.4,0.573,23.5,2.4,-0.5,1.9,1.6,32400000.0,19.95918367346939,7.469387755102041,4.040816326530612,1.5918367346938775,1.2244897959183674,0.12244897959183675,3.4285714285714284,1.836734693877551,47.34489795918368,56.440932803571435,False,0.009915661162433255,9.915661162433254,64.0,305.0
Nikola Vučević,2TM,C,64.0,28.4,15.1,3.3,2.0,6.4,8.4,0.6,0.6,1.3,2.0,0.493,1.6,4.2,0.369,0.556,17.7,0.574,21.4,1.4,0.1,1.5,1.6,21481481.0,19.140845070422536,4.183098591549296,8.11267605633803,2.535211267605634,0.7605633802816901,0.7605633802816901,1.647887323943662,2.535211267605634,48.41619718309859,56.005729073239436,True,0.012083711429019008,12.083711429019008,65.0,238.0
Brandon Ingram,TOR,SF,77.0,33.8,21.5,3.7,0.8,4.8,5.6,0.8,0.7,2.4,1.9,0.477,1.8,4.6,0.382,0.529,16.3,0.573,26.9,1.0,-0.5,0.5,1.7,38095238.0,22.89940828402367,3.9408284023668645,5.112426035502959,0.8520710059171599,0.8520710059171599,0.7455621301775148,2.5562130177514795,2.0236686390532546,47.305917159763325,55.97477394807694,False,0.009068949901573243,9.068949901573243,66.0,332.0
Shaedon Sharpe,POR,SG,50.0,29.4,20.8,2.6,1.0,3.3,4.3,1.4,0.1,2.9,2.0,0.452,2.1,6.1,0.337,0.511,15.3,0.546,30.5,-0.4,-0.9,-1.4,0.2,8399983.0,25.46938775510204,3.183673469387755,4.040816326530612,1.2244897959183674,1.7142857142857142,0.12244897959183675,3.5510204081632653,2.4489795918367347,48.04897959183673,55.57219628571428,False,0.019174248759415702,19.1742487594157,67.0,108.0
Isaiah Hartenstein,OKC,C,47.0,24.2,9.2,3.5,3.2,6.3,9.4,1.0,0.8,1.7,2.5,0.622,0.0,0.1,0.0,0.622,19.8,0.631,16.1,1.0,3.2,4.2,1.8,28500000.0,13.68595041322314,5.206611570247935,9.371900826446282,4.760330578512397,1.487603305785124,1.1900826446280992,2.5289256198347108,3.71900826446281,45.86280991735537,55.34501244917355,False,0.010367070680341633,10.367070680341632,68.0,293.0
RJ Barrett,TOR,SF,57.0,30.3,19.3,3.3,1.0,4.3,5.3,0.7,0.3,1.7,2.6,0.491,1.7,5.0,0.339,0.55,17.0,0.585,25.8,1.0,-0.7,0.2,1.0,27705357.0,22.930693069306933,3.9207920792079203,5.108910891089109,1.188118811881188,0.8316831683168316,0.3564356435643564,2.01980198019802,3.089108910891089,47.26930693069307,55.2467077128713,False,0.010496017040425595,10.496017040425595,69.0,287.0
Robert Williams,POR,C,59.0,17.1,6.7,1.0,2.4,4.6,7.0,0.6,1.5,0.8,1.3,0.708,0.2,0.4,0.391,0.726,22.1,0.722,13.1,2.0,2.4,4.5,1.7,13285713.0,14.105263157894736,2.1052631578947367,9.684210526315788,5.052631578947368,1.263157894736842,3.1578947368421053,1.6842105263157894,2.7368421052631575,45.64210526315788,54.97928513684209,False,0.01508365725550989,15.08365725550989,70.0,176.0
Aaron Gordon,DEN,PF,36.0,27.9,16.2,2.7,1.4,4.4,5.8,0.6,0.3,1.1,1.7,0.497,1.7,4.4,0.389,0.574,18.5,0.62,21.9,2.9,-1.2,1.7,0.9,22841455.0,20.903225806451616,3.483870967741936,5.67741935483871,1.806451612903226,0.7741935483870969,0.38709677419354843,1.4193548387096775,2.193548387096774,46.0967741935484,54.537711451612914,False,0.011411297486075491,11.411297486075492,71.0,257.0
Collin Sexton,2TM,SG,68.0,23.7,15.4,3.3,0.6,1.7,2.3,1.1,0.1,2.1,2.1,0.485,1.6,4.1,0.401,0.561,17.4,0.615,25.9,1.1,-0.5,0.6,1.1,18975000.0,23.392405063291143,5.012658227848101,2.5822784810126582,0.9113924050632911,1.6708860759493671,0.15189873417721522,3.189873417721519,3.189873417721519,45.85822784810127,54.49032632278482,True,0.012509170628633307,12.509170628633306,72.0,229.0
Brandon Williams,DAL,PG,66.0,22.2,13.0,3.9,0.5,2.4,2.9,0.9,0.3,1.9,1.6,0.472,0.5,2.3,0.232,0.501,16.8,0.572,25.1,0.1,0.3,0.4,0.9,2270735.0,21.08108108108108,6.324324324324325,3.891891891891892,0.8108108108108109,1.4594594594594597,0.4864864864864865,3.081081081081081,2.5945945945945947,46.637837837837836,54.15623461621621,False,0.03593893754598822,35.93893754598822,73.0,9.0
Russell Westbrook,SAC,SF,64.0,29.0,15.2,6.7,1.3,4.2,5.4,1.3,0.2,3.3,2.3,0.427,2.0,5.9,0.338,0.503,15.1,0.528,25.9,0.6,-1.0,-0.4,0.7,2296274.0,18.868965517241378,8.317241379310346,5.2137931034482765,1.6137931034482758,1.6137931034482758,0.24827586206896554,4.096551724137931,2.8551724137931034,47.81172413793104,54.119944535172415,False,0.035714575179317073,35.71457517931707,74.0,11.0
Kon Knueppel,CHO,SF,81.0,31.5,18.5,3.4,1.2,4.1,5.3,0.7,0.2,2.0,2.1,0.475,3.4,7.9,0.425,0.601,17.1,0.633,22.3,3.1,-0.4,2.8,3.1,10015680.0,21.142857142857142,3.8857142857142852,4.685714285714285,1.3714285714285712,0.7999999999999999,0.22857142857142856,2.2857142857142856,2.4,44.04571428571428,54.06400767428571,False,0.0170831524232757,17.0831524232757,75.0,134.0
Day'Ron Sharpe,BRK,C,62.0,18.7,8.7,2.3,2.8,3.9,6.7,1.1,0.4,1.7,2.4,0.601,0.1,0.6,0.231,0.614,20.5,0.638,19.9,0.4,1.0,1.4,1.0,6250000.0,16.748663101604276,4.427807486631016,7.508021390374331,5.3903743315508015,2.1176470588235294,0.770053475935829,3.272727272727273,4.620320855614974,46.684491978609614,53.985867994652395,False,0.021594347197860957,21.594347197860955,76.0,77.0
Paul George,PHI,PF,37.0,30.7,17.3,3.6,0.5,4.8,5.3,1.7,0.4,1.7,2.3,0.439,2.7,6.9,0.392,0.536,16.7,0.57,23.3,1.0,0.7,1.7,1.1,51666090.0,20.286644951140065,4.221498371335505,5.628664495114006,0.5863192182410424,1.993485342019544,0.4690553745928339,1.993485342019544,2.6970684039087947,45.51596091205212,53.93877155863193,False,0.007504093786179513,7.504093786179513,77.0,360.0
Jusuf Nurkić,UTA,C,41.0,26.4,10.9,4.8,2.6,7.8,10.4,1.3,0.5,2.5,3.3,0.503,0.6,1.7,0.352,0.538,16.4,0.548,19.3,-0.5,1.6,1.1,0.9,19375000.0,14.863636363636365,6.545454545454546,10.636363636363637,3.545454545454546,1.772727272727273,0.6818181818181819,3.409090909090909,4.5,48.150000000000006,53.728606649999996,False,0.012206319193789218,12.206319193789218,78.0,235.0
Jalen Suggs,ORL,PG,57.0,27.6,13.8,5.5,0.6,3.2,3.9,1.8,0.7,2.7,2.5,0.435,2.1,6.3,0.339,0.529,15.6,0.561,22.9,0.7,1.8,2.5,1.8,35000000.0,18.0,7.173913043478261,4.173913043478261,0.7826086956521738,2.3478260869565215,0.9130434782608695,3.5217391304347827,3.260869565217391,44.43260869565217,53.6224818701087,False,0.009063853740325022,9.063853740325023,79.0,333.0
Immanuel Quickley,TOR,PG,70.0,31.9,16.4,5.9,0.5,3.5,4.0,1.3,0.1,1.5,2.0,0.443,2.5,6.8,0.374,0.541,16.6,0.577,21.1,1.9,0.6,2.4,2.5,32500000.0,18.507836990595614,6.6583072100313485,3.949843260188088,0.5642633228840126,1.4670846394984327,0.11285266457680251,1.6927899686520378,2.2570532915360504,44.46394984326019,53.013799880877734,False,0.00929923566389237,9.29923566389237,80.0,328.0
Nickeil Alexander-Walker,ATL,SG,78.0,33.4,20.8,3.7,0.7,2.8,3.4,1.3,0.5,2.1,2.2,0.459,3.2,8.1,0.399,0.564,16.5,0.61,23.9,1.6,-0.4,1.2,2.1,15161800.0,22.41916167664671,3.988023952095809,3.0179640718562872,0.7544910179640718,1.4011976047904193,0.5389221556886228,2.263473053892216,2.37125748502994,44.64431137724552,52.970081982035936,False,0.013603644161827815,13.603644161827814,81.0,197.0
CJ McCollum,2TM,PG,76.0,29.8,18.7,3.9,0.8,2.5,3.3,0.8,0.5,1.8,1.9,0.455,2.5,6.7,0.375,0.538,15.9,0.566,25.7,1.4,-1.7,-0.3,1.0,30666666.0,22.590604026845636,4.7114093959731544,3.0201342281879198,0.9664429530201342,0.9664429530201342,0.6040268456375839,2.174496644295302,2.2953020134228184,46.10536912751678,52.706747334563765,True,0.009517720215324809,9.51772021532481,82.0,321.0
Tre Jones,CHI,PG,65.0,27.0,14.1,5.4,0.6,2.6,3.1,1.2,0.2,1.4,1.4,0.553,0.6,2.0,0.315,0.586,18.7,0.637,19.2,1.2,0.1,1.3,1.5,8000000.0,18.8,7.2,3.466666666666667,0.8,1.6,0.26666666666666666,1.8666666666666667,1.8666666666666667,45.98000000000001,52.699896230000014,False,0.01863222699603019,18.63222699603019,83.0,113.0
Jaren Jackson Jr.,2TM,C,48.0,30.3,19.4,2.0,0.9,4.8,5.7,1.1,1.4,2.2,3.7,0.476,1.8,4.9,0.357,0.534,15.7,0.576,26.2,-1.1,0.5,-0.6,0.5,35000000.0,23.04950495049505,2.376237623762376,5.702970297029703,1.0693069306930694,1.306930693069307,1.6633663366336633,2.613861386138614,4.396039603960396,46.05742574257426,52.56935515247526,True,0.008885842835089787,8.885842835089788,84.0,336.0
Grayson Allen,PHO,SG,51.0,28.8,16.5,3.8,0.7,2.3,3.0,1.4,0.3,1.6,2.3,0.403,3.1,8.9,0.349,0.522,16.1,0.568,23.8,1.9,0.2,2.1,1.5,16875000.0,20.625,4.75,2.875,0.8749999999999999,1.7499999999999998,0.375,2.0,2.875,43.475,52.437433600000006,False,0.01276496232906637,12.764962329066371,85.0,226.0
Amen Thompson,HOU,PG,79.0,37.4,18.3,5.3,3.0,4.8,7.8,1.5,0.6,2.4,2.2,0.534,0.3,1.5,0.216,0.545,18.9,0.594,20.0,1.6,1.0,2.6,3.4,9690600.0,17.614973262032088,5.101604278074866,4.620320855614974,2.8877005347593583,1.4438502673796791,0.5775401069518717,2.310160427807487,2.1176470588235294,44.04224598930481,52.387209665775394,False,0.01682867538363865,16.82867538363865,86.0,140.0
Mark Williams,PHO,C,60.0,23.6,11.7,1.0,3.1,4.9,8.0,0.9,0.9,1.1,2.2,0.644,0.0,0.0,1.0,0.645,21.8,0.68,17.4,1.5,0.5,2.0,1.4,6276531.0,17.847457627118644,1.5254237288135593,7.474576271186441,4.728813559322033,1.3728813559322033,1.3728813559322033,1.6779661016949152,3.3559322033898304,44.90847457627118,52.205317423728815,False,0.02083794568383113,20.83794568383113,87.0,88.0
Desmond Bane,ORL,SG,82.0,33.6,20.1,4.1,1.2,2.9,4.1,1.0,0.5,2.0,3.1,0.484,2.0,5.2,0.391,0.553,16.9,0.607,23.3,1.6,-0.2,1.4,2.3,36725670.0,21.535714285714285,4.392857142857142,3.107142857142857,1.2857142857142856,1.0714285714285714,0.5357142857142857,2.142857142857143,3.3214285714285716,43.912499999999994,52.118324540625,False,0.008600141208799398,8.600141208799398,88.0,345.0
Derrick White,BOS,SG,77.0,34.1,16.5,5.4,1.1,3.3,4.4,1.1,1.3,1.7,1.5,0.394,2.7,8.3,0.327,0.489,16.0,0.529,22.0,2.2,1.0,3.2,3.5,28100000.0,17.419354838709676,5.700879765395895,3.4838709677419355,1.161290322580645,1.161290322580645,1.372434017595308,1.7947214076246334,1.5835777126099706,42.75659824046921,52.02498343108505,False,0.009814287828841934,9.814287828841934,89.0,307.0
Sandro Mamukelashvili,TOR,C,80.0,21.9,11.2,1.9,1.4,3.6,4.9,0.8,0.5,0.8,1.8,0.523,1.4,3.7,0.389,0.614,18.1,0.637,18.8,2.1,0.7,2.8,2.1,2461463.0,18.410958904109588,3.1232876712328768,5.917808219178083,2.3013698630136985,1.315068493150685,0.8219178082191781,1.315068493150685,2.9589041095890414,43.479452054794514,52.00572275342465,False,0.033147782489523665,33.147782489523664,90.0,18.0
Marvin Bagley III,2TM,PF,60.0,20.0,10.5,1.4,2.5,3.6,6.1,0.5,0.7,1.0,2.1,0.618,0.4,0.9,0.462,0.647,20.2,0.661,18.6,1.8,-1.0,0.8,0.8,2296274.0,18.900000000000002,2.5199999999999996,6.4799999999999995,4.5,0.9,1.2599999999999998,1.8,3.7800000000000002,45.60300000000001,51.527425197000014,True,0.03400373220631999,34.00373220631999,91.0,15.0
Bobby Portis,MIL,PF,67.0,24.2,13.7,1.6,1.3,5.1,6.4,0.6,0.2,1.0,1.6,0.488,2.0,4.4,0.456,0.578,17.1,0.587,23.1,1.5,-1.6,0.0,0.8,13445754.0,20.380165289256198,2.3801652892561984,7.586776859504132,1.9338842975206612,0.8925619834710744,0.2975206611570248,1.487603305785124,2.3801652892561984,45.66198347107438,51.51821237541323,False,0.0140497373165512,14.0497373165512,92.0,191.0
Jaime Jaquez Jr.,MIA,SF,75.0,28.3,15.4,4.7,1.3,3.7,5.0,0.7,0.3,2.0,1.8,0.507,0.8,2.4,0.317,0.539,15.7,0.57,22.3,0.3,-0.1,0.1,1.1,3861600.0,19.59010600706714,5.978798586572439,4.7067137809187285,1.6537102473498233,0.8904593639575972,0.381625441696113,2.544169611307421,2.2897526501766783,45.75053003533569,51.47665727385159,False,0.026195500134307565,26.195500134307565,93.0,51.0
Dylan Harper,SAS,SG,69.0,22.6,11.8,3.9,0.8,2.6,3.4,0.8,0.3,1.4,2.0,0.505,0.9,2.6,0.343,0.551,16.2,0.574,21.8,0.3,1.1,1.4,1.3,12370320.0,18.79646017699115,6.212389380530973,4.1415929203539825,1.2743362831858407,1.2743362831858407,0.4778761061946902,2.230088495575221,3.185840707964602,44.25132743362832,51.41624586902656,False,0.014618738467402088,14.618738467402089,94.0,183.0
Payton Pritchard,BOS,PG,79.0,32.4,17.0,5.2,0.9,3.1,3.9,0.7,0.1,1.4,1.5,0.464,2.7,7.1,0.377,0.561,17.1,0.584,21.4,2.6,-0.3,2.3,2.8,7232143.0,18.88888888888889,5.777777777777779,3.4444444444444446,1.0,0.7777777777777777,0.11111111111111112,1.5555555555555554,1.6666666666666667,43.06666666666666,51.38078826666666,False,0.01910588944442477,19.10588944442477,95.0,110.0
Santi Aldama,MEM,PF,43.0,27.9,14.0,2.9,1.6,5.1,6.7,0.9,0.7,1.3,1.6,0.479,1.6,4.7,0.35,0.553,16.3,0.572,20.2,1.3,0.4,1.7,1.1,18485916.0,18.06451612903226,3.7419354838709675,6.580645161290323,2.0645161290322585,1.161290322580645,0.903225806451613,1.6774193548387097,2.0645161290322585,44.49032258064518,51.36638358709679,False,0.011946990077096403,11.946990077096403,96.0,245.0
Ryan Rollins,MIL,PG,74.0,32.1,17.3,5.6,0.7,3.8,4.6,1.5,0.4,2.7,2.6,0.472,2.5,6.1,0.406,0.561,16.2,0.583,24.2,0.7,-0.5,0.2,1.3,4000000.0,19.401869158878505,6.280373831775701,4.261682242990654,0.7850467289719626,1.6822429906542056,0.4485981308411215,3.02803738317757,2.9158878504672896,44.495327102803735,51.111839242990655,False,0.025555919621495327,25.555919621495327,97.0,58.0
Andrew Nembhard,IND,PG,57.0,31.3,16.9,7.7,0.4,2.4,2.8,0.9,0.1,2.4,2.2,0.442,1.9,5.2,0.361,0.513,15.7,0.564,23.6,1.1,-1.9,-0.8,0.6,18102000.0,19.43769968051118,8.856230031948883,2.7603833865814695,0.4600638977635783,1.035143769968051,0.11501597444089458,2.7603833865814695,2.530351437699681,46.109904153354634,50.9284455028754,False,0.011970082400917306,11.970082400917306,98.0,243.0
Miles Bridges,CHO,PF,77.0,31.0,17.1,3.2,1.0,4.9,5.8,0.6,0.4,1.4,1.7,0.46,1.9,5.8,0.333,0.531,16.0,0.57,22.3,1.2,-0.1,1.1,1.9,25000000.0,19.858064516129033,3.7161290322580647,5.690322580645162,1.161290322580645,0.6967741935483871,0.4645161290322581,1.6258064516129032,1.9741935483870967,43.92580645161289,50.78551691129031,False,0.010157103382258061,10.157103382258061,99.0,297.0
Cam Spencer,MEM,SG,72.0,23.8,11.1,5.6,0.6,2.0,2.5,0.7,0.2,1.3,1.4,0.473,2.0,4.5,0.449,0.604,17.2,0.649,17.2,3.0,-0.8,2.2,1.8,2537989.0,16.789915966386552,8.470588235294116,3.0252100840336134,0.9075630252100839,1.0588235294117645,0.3025210084033613,1.9663865546218489,2.117647058823529,43.73697478991597,50.781712702941185,False,0.03187590151909273,31.875901519092732,100.0,21.0
Ajay Mitchell,OKC,SG,57.0,25.8,13.6,3.6,0.7,2.6,3.3,1.2,0.3,1.4,2.1,0.485,1.1,3.1,0.347,0.536,16.8,0.585,21.8,0.3,1.6,1.9,1.4,3000000.0,18.97674418604651,5.023255813953488,3.627906976744186,0.9767441860465115,1.6744186046511627,0.41860465116279066,1.953488372093023,2.930232558139535,42.411627906976754,50.2405409651163,False,0.02900638985044232,29.00638985044232,101.0,31.0
Reed Sheppard,HOU,SG,82.0,26.2,13.5,3.4,0.3,2.6,2.9,1.5,0.7,1.5,2.0,0.43,2.8,7.0,0.394,0.55,15.7,0.564,21.7,1.2,1.5,2.7,2.5,10603560.0,18.549618320610687,4.67175572519084,3.5725190839694663,0.4122137404580153,2.0610687022900764,0.9618320610687022,2.0610687022900764,2.7480916030534353,41.50992366412214,50.15702318015266,False,0.015403020879367662,15.403020879367661,102.0,167.0
DeMar DeRozan,SAC,PF,77.0,31.2,18.4,4.1,0.5,2.5,2.9,1.0,0.3,1.2,1.9,0.497,0.6,1.9,0.32,0.52,17.8,0.594,22.8,0.9,-1.0,-0.1,1.1,24570000.0,21.23076923076923,4.730769230769231,2.884615384615385,0.576923076923077,1.153846153846154,0.34615384615384615,1.3846153846153846,2.192307692307692,44.342307692307685,49.96935656538461,False,0.01008094346103845,10.080943461038451,103.0,301.0
Keldon Johnson,SAS,SF,82.0,23.3,13.2,1.4,1.7,3.7,5.4,0.6,0.1,0.9,2.0,0.519,1.2,3.3,0.363,0.582,17.3,0.613,21.0,1.2,-0.3,0.9,1.4,17500000.0,20.39484978540772,2.1630901287553645,5.716738197424892,2.6266094420600856,0.927038626609442,0.15450643776824036,1.390557939914163,3.0901287553648067,43.52446351931331,49.94266967381974,False,0.011938581524137314,11.938581524137314,104.0,246.0
Naz Reid,MIN,C,77.0,26.1,13.6,2.2,1.2,5.0,6.2,1.0,1.0,1.6,2.5,0.456,2.1,5.8,0.362,0.549,15.4,0.565,22.1,-0.1,1.0,0.9,1.5,21551724.0,18.75862068965517,3.03448275862069,6.896551724137931,1.6551724137931032,1.379310344827586,1.379310344827586,2.206896551724138,3.4482758620689653,43.57241379310344,49.94102994827586,False,0.010757627110804625,10.757627110804625,105.0,276.0
Gary Payton II,GSW,SG,73.0,15.6,7.5,1.7,1.4,2.2,3.6,0.9,0.3,0.8,1.8,0.583,0.5,1.7,0.291,0.628,18.3,0.632,18.4,0.7,1.3,1.9,1.1,2296274.0,17.307692307692307,3.9230769230769234,5.0769230769230775,3.230769230769231,2.076923076923077,0.6923076923076923,1.8461538461538463,4.153846153846154,42.853846153846156,49.88090778461539,False,0.03291717030361057,32.91717030361057,106.0,19.0
Saddiq Bey,NOP,SF,72.0,31.2,17.7,2.5,1.7,3.9,5.6,0.9,0.1,0.9,1.3,0.451,2.1,5.7,0.367,0.529,17.1,0.579,21.6,2.3,-1.8,0.5,1.4,6118644.0,20.423076923076923,2.884615384615385,4.5,1.9615384615384617,1.0384615384615385,0.11538461538461539,1.0384615384615385,1.5000000000000002,44.00192307692308,49.75509573750001,False,0.020114533904011214,20.114533904011214,107.0,92.0
Derik Queen,NOP,C,81.0,25.0,11.7,3.7,1.7,5.4,7.1,1.0,0.9,2.3,2.7,0.473,0.3,1.1,0.261,0.489,15.9,0.546,21.8,-1.5,0.7,-0.8,0.6,5157960.0,16.848,5.328000000000001,7.776000000000001,2.4480000000000004,1.44,1.2960000000000003,3.312,3.8880000000000003,45.043200000000006,48.66201162240001,False,0.021426492006339896,21.426492006339895,108.0,79.0
GG Jackson II,MEM,PF,55.0,21.4,12.5,1.5,0.9,3.4,4.3,0.6,0.8,1.5,1.4,0.496,1.2,3.5,0.332,0.558,15.6,0.591,23.5,0.0,-1.2,-1.2,0.2,2221677.0,21.02803738317757,2.5233644859813085,5.7196261682243,1.5140186915887852,1.0093457943925233,1.3457943925233646,2.5233644859813085,2.3551401869158877,44.31869158878504,48.58187638668224,False,0.03259371210145007,32.593712101450066,109.0,20.0
Ayo Dosunmu,2TM,SG,69.0,27.3,14.8,3.6,0.7,2.8,3.4,0.8,0.3,1.4,1.9,0.517,1.8,4.1,0.439,0.599,16.5,0.63,20.2,1.3,-0.3,1.0,1.4,7518518.0,19.516483516483515,4.747252747252747,3.692307692307692,0.923076923076923,1.054945054945055,0.3956043956043956,1.846153846153846,2.505494505494505,42.2967032967033,48.55465945054946,True,0.017707807434185645,17.707807434185646,110.0,121.0
Moritz Wagner,ORL,C,36.0,11.9,6.9,0.8,0.8,2.4,3.2,0.4,0.1,0.5,1.6,0.426,0.6,1.9,0.314,0.482,15.3,0.545,24.3,-1.4,-0.8,-2.2,0.0,5000000.0,20.873949579831933,2.4201680672268906,7.260504201680671,2.4201680672268906,1.2100840336134453,0.3025210084033613,1.5126050420168067,4.840336134453781,45.66554621848741,48.42176803991598,False,0.021654872985595777,21.654872985595777,111.0,76.0
Goga Bitadze,ORL,C,64.0,15.2,5.9,1.3,2.1,2.9,5.0,0.6,1.0,0.7,2.1,0.676,0.0,0.2,0.182,0.68,20.1,0.7,13.5,0.8,2.0,2.8,1.2,8333333.0,13.973684210526317,3.0789473684210527,6.86842105263158,4.973684210526316,1.4210526315789473,2.3684210526315788,1.657894736842105,4.973684210526316,41.577631578947376,48.225514638157904,False,0.016705808649005397,16.705808649005398,112.0,143.0
Onyeka Okongwu,ATL,C,74.0,31.0,15.2,3.1,1.9,5.7,7.6,1.1,1.1,1.7,3.3,0.48,1.9,5.2,0.376,0.564,15.9,0.592,19.5,-0.1,0.8,0.7,1.6,15000000.0,17.651612903225807,3.6,6.619354838709677,2.206451612903226,1.2774193548387096,1.2774193548387096,1.9741935483870967,3.832258064516129,43.02580645161291,48.1701421935484,False,0.012437477233337078,12.437477233337077,113.0,230.0
Luka Garza,BOS,C,69.0,16.2,8.1,1.0,2.3,1.8,4.1,0.4,0.4,0.7,2.3,0.577,0.8,1.8,0.433,0.654,19.9,0.682,17.7,2.2,0.2,2.4,1.2,2461463.0,18.0,2.2222222222222223,4.0,5.111111111111111,0.888888888888889,0.888888888888889,1.5555555555555554,5.111111111111111,40.533333333333346,48.16248853333333,False,0.03069815415558243,30.69815415558243,114.0,26.0
Neemias Queta,BOS,C,76.0,25.3,10.2,1.7,3.0,5.3,8.4,0.8,1.3,1.0,2.8,0.653,0.0,0.1,0.125,0.654,20.3,0.674,14.7,0.9,2.0,2.8,2.4,2349578.0,14.51383399209486,2.4189723320158105,7.541501976284584,4.2687747035573125,1.1383399209486165,1.849802371541502,1.4229249011857708,3.9841897233201577,41.00869565217391,48.03633793043478,False,0.031338265661229846,31.338265661229844,115.0,23.0
Cedric Coward,MEM,SG,62.0,25.8,13.6,2.8,1.3,4.5,5.9,0.6,0.4,1.7,2.0,0.471,1.5,4.4,0.338,0.542,15.3,0.585,21.5,0.4,-0.6,-0.2,0.7,5715120.0,18.97674418604651,3.906976744186046,6.279069767441861,1.813953488372093,0.8372093023255813,0.5581395348837209,2.3720930232558137,2.7906976744186047,43.33255813953487,47.98357373546511,False,0.020071503871051034,20.071503871051036,116.0,94.0
Ivica Zubac,2TM,C,48.0,30.1,14.1,2.2,3.4,7.2,10.6,0.4,0.8,1.8,2.3,0.598,0.0,0.0,0.0,0.598,18.6,0.622,19.2,0.7,-0.9,-0.3,0.6,18893980.0,16.86378737541528,2.631229235880399,8.611295681063122,4.0664451827242525,0.47840531561461797,0.9568106312292359,2.1528239202657806,2.7508305647840525,43.86378737541528,47.94275313289037,True,0.011029637630836569,11.029637630836568,117.0,273.0
Josh Hart,NYK,SF,66.0,30.2,12.0,4.8,1.4,6.0,7.4,1.1,0.3,1.9,2.5,0.508,1.5,3.7,0.413,0.593,15.7,0.612,16.7,1.0,2.0,3.0,2.5,19472240.0,14.304635761589406,5.7218543046357615,7.152317880794703,1.6688741721854305,1.3112582781456956,0.3576158940397351,2.2649006622516556,2.980132450331126,40.53576158940398,47.909787621854306,False,0.010857161271069503,10.857161271069502,118.0,274.0
Jerami Grant,POR,PF,57.0,29.7,18.6,2.1,1.0,2.5,3.5,0.7,0.6,2.1,2.5,0.453,2.4,6.1,0.389,0.547,15.4,0.608,23.8,0.9,-0.9,0.0,0.9,32000001.0,22.545454545454547,2.545454545454546,3.0303030303030303,1.2121212121212122,0.8484848484848485,0.7272727272727272,2.545454545454546,3.0303030303030303,41.666666666666664,47.69066666666667,False,0.008430598318098713,8.430598318098713,119.0,348.0
Kyle Filipowski,UTA,C,77.0,23.4,11.4,2.6,1.9,5.3,7.2,0.9,0.5,1.6,3.0,0.492,1.0,3.0,0.325,0.548,16.0,0.586,20.0,-0.6,-0.5,-1.1,0.4,3000000.0,17.53846153846154,4.0,8.153846153846153,2.9230769230769234,1.3846153846153846,0.7692307692307693,2.4615384615384617,4.615384615384616,44.75384615384615,47.526644999999995,False,0.02743952128442978,27.43952128442978,120.0,42.0
Bones Hyland,MIN,PG,71.0,16.6,8.5,2.6,0.3,1.5,1.8,0.6,0.2,1.0,1.7,0.453,1.6,4.2,0.388,0.577,15.1,0.599,20.6,1.2,0.5,1.7,1.1,2296274.0,18.433734939759034,5.63855421686747,3.2530120481927707,0.6506024096385542,1.3012048192771084,0.4337349397590361,2.1686746987951806,3.6867469879518064,40.56506024096385,47.5178296192771,False,0.03135773905297933,31.357739052979333,121.0,22.0
Micah Potter,IND,C,47.0,19.3,9.7,1.5,1.2,3.7,5.0,0.5,0.3,1.0,1.7,0.515,1.5,3.6,0.423,0.637,17.0,0.679,18.0,1.5,-0.8,0.7,0.6,1527805.0,18.09326424870466,2.7979274611398965,6.901554404145078,2.238341968911917,0.9326424870466321,0.5595854922279793,1.8652849740932642,3.170984455958549,41.85699481865285,47.1698158134715,False,0.038161920014130546,38.161920014130544,122.0,7.0
